2000 32 16 40 65

+1.5309365273727600e+00 +8.4672872826634404e+01 +3.1166496120547498e+02 +4.9528507128596502e+03
+1.5881497121072699e-01 +9.0344754571967005e+00 +7.9950990406855794e+01 +4.0155101672087198e+02
+1.5653624387090299e+00 +1.0129377019864900e+02 +2.7825782177456301e+02 +5.9101088713676700e+03
+1.6882652212103599e+00 +9.4423182196933197e+01 +3.7767499091956103e+02 +5.5379493795296903e+03

-5.5854524285788902e-02 +4.7255836666638196e+00 -9.4766181530547000e-01 +6.1801239116838200e-02
-3.2683525018099002e-01 +6.1055078641557401e+00 -1.7841781036040201e+00 +1.9985611951284199e-01
+3.8540590451515799e-01 +4.9927235577777296e+00 -1.1339466249462100e+00 +7.1177508405929499e-02
+4.6220790468372802e-01 +5.2126794464270203e+00 -1.3958629238016900e+00 +1.3876695551988699e-01
-2.4134332160100699e-01 +5.9980327303055097e+00 -1.6388691527404999e+00 +1.5181623301656499e-01
+2.5789657303364098e+01 -6.6727000130582098e+01 +6.8048376048605903e+01 -2.2457260221388001e+01
-1.9426405390685499e+00 +9.3771081519343706e+00 -3.7573393029108799e+00 +5.7636048690538400e-01

-3.8652664261354103e-01 +9.7966346259773096e-01 -2.3236190057688300e-01 +4.1746824596457899e-02
-1.7955382585248500e-01 +1.0246946849005500e+00 -2.0957949022370601e-01 +4.7532947864021700e-02
+4.6680972299110002e-01 +3.3042452971942700e+00 -3.9053453616282598e+00 +1.3800807785458900e+00
-2.9580843331762798e+00 +9.3691635834476799e+00 -7.4172813328404201e+00 +2.0461971490053101e+00
-5.7660892309934697e+00 +1.7282892957994498e+01 -1.4401330405123000e+01 +4.1476899897557802e+00
+6.6507672405305996e+01 -1.2676683707517201e+02 +7.9691040076132097e+01 -1.5757786249392399e+01

-8.5314773110622999e-01 +6.7633547281574202e-01 +6.6413665108077902e-01 -1.8281449701340199e-01
-5.1499073809606201e-02 -2.5905420547412500e-01 +9.9886366956495598e-01 -2.1683520304079601e-01
+4.1573546785604501e-02 -1.3133665500765901e+00 +1.9125778852175299e+00 -4.2843237402848899e-01

+2.3055564119398700e-01 -6.0419557851319505e-01 +7.7887144675416997e-01 -2.2128833226389599e-01
-1.4663134475932701e-02 +2.0447168178869199e-02 -6.4360947256901701e-03 -1.1041938119323200e-04
-5.5547878250988399e-02 +2.7112315545644000e-01 -2.0431814764643999e-01 +4.3364160034299597e-02

-3.9522449966463903e-02 +1.4917118386943401e-01 +3.6321732312496698e-02 -9.9829527217577905e-03
-2.4366319811003001e-01 +6.9965100932094904e-01 -5.6111032138102102e-01 +1.7952686800933099e-01
+8.2420024134537806e-02 -2.5901802130229201e-01 +1.9315871490979900e-01 -6.2144856207274800e-02
-1.2678309527571599e-01 +2.2736041200860099e-01 -1.7214493216111601e-01 +3.2105622306122697e-02


-4.9952001551382902e-01 +2.6693749779667603e-01
+6.7194099189649803e-01 -6.3330840459138907e-02

+1.3875433333333300e+00 +1.0336426666666701e+02 +0.0000000000000000e+00 +0.0000000000000000e+00
+2.2577333333333299e-01 +1.7258666666666600e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
+1.6473899999999999e+00 +8.5491200000000006e+01 +0.0000000000000000e+00 +0.0000000000000000e+00
+1.6164633333333300e+00 +1.0528426666666699e+02 +0.0000000000000000e+00 +0.0000000000000000e+00

+2.0098116189180799e+00 +2.5240369285664102e+00 -2.3713554748450300e-01 +0.0000000000000000e+00
+3.2781674850086402e+00 +1.7841898708856401e+00 -1.2376535589429399e-01 +0.0000000000000000e+00
+3.3739386617123701e+00 +1.7693715055296899e+00 -1.2825116724207800e-01 +0.0000000000000000e+00
+3.8378132420294699e+00 +1.3996979660498801e+00 -5.3664208079350399e-02 +0.0000000000000000e+00
+5.0056933137279804e+00 +3.9785973771030803e-01 +1.6015394856170301e-01 +0.0000000000000000e+00
+3.9615147636370098e+00 +1.1867721641631901e+00 +1.1620072199777400e-02 +0.0000000000000000e+00

-1.3473616455904400e-01 +5.5926981178637003e-01 -1.4566472273211499e-03 +0.0000000000000000e+00
-1.3114878748805401e+00 +1.4595788189251300e+00 -6.9096944044587896e-02 +0.0000000000000000e+00
+5.7011525263784102e-01 +2.0880175267967598e+00 -3.4691377943460300e-01 +0.0000000000000000e+00
+5.7011525263784102e-01 +2.0880175267967598e+00 -3.4691377943460300e-01 +0.0000000000000000e+00
+0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00

-1.3238070528163699e+00 +1.7687934274849799e+00 -1.3767546760202801e-01 +0.0000000000000000e+00
-1.3238070528163699e+00 +1.7687934274849799e+00 -1.3767546760202801e-01 +0.0000000000000000e+00
-1.8961730536760599e+00 +2.1716261114328099e+00 -2.1305214000524100e-01 +0.0000000000000000e+00
