200 32 13 200 200

+1.5705459858160200e+00 +7.6774869510952797e+01 +4.9232231568605903e+02 +3.0972641704414800e+03
+2.0470332093258001e-01 +5.3241976774005799e+00 +8.5789026334108698e+01 +5.0268922652517000e+02
+1.7788443848618001e+00 +8.2562275825634003e+01 +5.7389957773853200e+02 +3.6803280520605399e+03
+1.7757973206590600e+00 +8.3010544047593498e+01 +5.5830751286302097e+02 +3.8230024454518998e+03

+1.6659475196555001e-02 +4.6224776527384304e+00 -8.9193330240150803e-01 +5.1515017201492097e-02
-1.9456940954247601e-01 +5.8730717420052203e+00 -1.6482277213827401e+00 +1.7350421928563400e-01
+2.8873361043998602e-01 +5.2099945415202296e+00 -1.3128917530407000e+00 +1.1484526046476901e-01
+5.4480416001738197e-01 +4.9860420733032198e+00 -1.2539860790368300e+00 +1.1102795276674700e-01
+3.3844356221979899e-02 +5.5338570540916496e+00 -1.3858948958929800e+00 +1.0434054215777699e-01
+9.5556556319527299e+00 -8.8231655336698900e+00 +3.9043379017171600e+00 +0.0000000000000000e+00
-3.1475695176964900e+00 +1.1492793510036700e+01 -5.0048798395424896e+00 +8.1916439460356905e-01

-4.6537925490459597e-01 +9.0356162895078695e-01 -1.9225830424313400e-01 +3.3992152678048199e-02
-1.4878092948650701e-01 +6.6258023499644003e-01 +4.8533033938029900e-02 -1.3645637357036800e-02
+1.3539070417873600e+00 -1.2095475085901799e+00 +7.0896242741981397e-01 -3.1809537919566498e-02
+3.0082965378134702e-01 +5.0446546120505997e-01 -2.0982665007125501e-01 +1.3059310606051300e-01
+5.6473458943143495e-01 +2.3459226448870099e-01 -6.8366699095588401e-02 +1.5575592803302199e-01
+2.6151183714386299e+01 -4.5562911753564997e+01 +2.7092330134022500e+01 -5.1216315055084900e+00

-9.6476645787742799e-01 +8.4516798359462597e-01 +5.9486901596397201e-01 -1.7782774954299699e-01
+1.5262338396239300e-01 -7.9506270097700604e-01 +1.3922194070645999e+00 -3.0620903728074600e-01
+4.3549598841665899e-01 -2.1594601098872399e+00 +2.4809101763652901e+00 -5.5138552306424404e-01

+2.7364104982100801e-01 -6.2606621821632102e-01 +7.5968056730944600e-01 -2.1247747122668201e-01
-7.7754925461379396e-02 +1.9274320333414699e-01 -1.4031465567478499e-01 +3.1256697938150398e-02
-3.9457784394072500e-02 +1.9708204960949499e-01 -1.3574468705223799e-01 +2.5778828573524499e-02

+3.9521924496653101e-02 -3.5666630675673203e-02 +1.6687383980144199e-01 -4.0811045311539000e-02
+1.3081816433931601e-01 -2.5637410728212401e-01 +2.0341581059102001e-01 -2.0997891510601201e-02
+2.9436528456584701e-02 -1.0161338066509400e-01 +5.8702909794546301e-02 -2.4370004883931901e-02
-1.3046402132107399e-01 +2.4725004041877099e-01 -1.8913155381929000e-01 +3.8137427546968000e-02


+3.6879769489471398e-01 -5.7246604698543302e-01
+5.1020184359137899e-01 +9.1516285828294006e-02
