TIME,neon_cubic,64,32,16954.3
TIME,nosimd,64,32,85337.3
TIME,neon_newton,64,32,20891.3
TIME,nosimd,64,128,340513.6
TIME,neon_cubic,64,128,63017.6
TIME,nosimd,64,128,340709.8
TIME,neon_newton,64,128,78747.0
TIME,nosimd,64,512,1361739.1
TIME,neon_cubic,64,512,248409.1
TIME,nosimd,64,512,1361811.1
TIME,neon_newton,64,512,310581.3
TIME,nosimd,64,2048,5553098.1
TIME,neon_cubic,64,2048,1013107.8
TIME,nosimd,64,2048,5546430.0
TIME,neon_newton,64,2048,1267935.8
TIME,nosimd,256,8,85677.0
TIME,neon_cubic,256,8,21934.2
TIME,nosimd,256,8,85708.1
TIME,neon_newton,256,8,25659.6
TIME,nosimd,256,32,341384.9
TIME,neon_cubic,256,32,67207.2
TIME,nosimd,256,32,341294.5
TIME,neon_newton,256,32,82981.0
TIME,nosimd,256,128,1361835.1
TIME,neon_cubic,256,128,249525.1
TIME,nosimd,256,128,1362512.9
TIME,neon_newton,256,128,312359.6
TIME,nosimd,256,512,5446335.3
TIME,neon_cubic,256,512,983257.7
TIME,nosimd,256,512,5446206.6
TIME,neon_newton,256,512,1230681.2
TIME,nosimd,256,2048,22220233.3
TIME,neon_cubic,256,2048,4009055.2
TIME,nosimd,256,2048,22205133.8
TIME,neon_newton,256,2048,5021908.0
TIME,nosimd,1024,8,344619.5
TIME,neon_cubic,1024,8,87224.9
TIME,nosimd,1024,8,344553.9
TIME,neon_newton,1024,8,102878.6
TIME,nosimd,1024,32,1366171.1
TIME,neon_cubic,1024,32,268306.4
TIME,nosimd,1024,32,1366179.2
TIME,neon_newton,1024,32,331771.9
TIME,nosimd,1024,128,5451096.7
TIME,neon_cubic,1024,128,995576.7
TIME,nosimd,1024,128,5449458.0
TIME,neon_newton,1024,128,1247545.4
TIME,nosimd,1024,512,21786847.5
TIME,neon_cubic,1024,512,3921431.1
TIME,nosimd,1024,512,21787690.0
TIME,neon_newton,1024,512,4912376.7
TIME,nosimd,1024,2048,88840872.3
TIME,neon_cubic,1024,2048,15951120.3
TIME,nosimd,1024,2048,88874827.0
TIME,neon_newton,1024,2048,19985189.6
TIME,nosimd,4,8,1347.0
TIME,neon_cubic,4,8,1347.7
TIME,nosimd,4,8,1347.1
TIME,neon_newton,4,8,1346.8
TIME,nosimd,4,32,5340.5
TIME,neon_cubic,4,32,5321.8
TIME,nosimd,4,32,5340.4
TIME,neon_newton,4,32,5320.9
TIME,nosimd,4,128,21295.7
TIME,neon_cubic,4,128,4687.6
TIME,nosimd,4,128,21295.1
TIME,neon_newton,4,128,5675.1
TIME,nosimd,4,512,85142.9
TIME,neon_cubic,4,512,18855.2
TIME,nosimd,4,512,85100.3
TIME,neon_newton,4,512,22547.8
TIME,nosimd,4,2048,347006.0
TIME,neon_cubic,4,2048,75956.0
TIME,nosimd,4,2048,346860.2
TIME,neon_newton,4,2048,91573.6
TIME,nosimd,16,8,5370.9
TIME,neon_cubic,16,8,5369.3
TIME,nosimd,16,8,5371.8
TIME,neon_newton,16,8,5369.4
TIME,nosimd,16,32,21333.7
TIME,neon_cubic,16,32,4885.0
TIME,nosimd,16,32,21327.7
TIME,neon_newton,16,32,5824.5
TIME,nosimd,16,128,85116.6
TIME,neon_cubic,16,128,16417.3
TIME,nosimd,16,128,85139.2
TIME,neon_newton,16,128,20342.3
TIME,nosimd,16,512,340488.2
TIME,neon_cubic,16,512,64762.0
TIME,nosimd,16,512,340373.4
TIME,neon_newton,16,512,80256.3
TIME,nosimd,16,2048,1388216.1
TIME,neon_cubic,16,2048,266988.7
TIME,nosimd,16,2048,1387898.1
TIME,neon_newton,16,2048,328601.4
TIME,nosimd,64,8,21435.9
TIME,neon_cubic,64,8,5443.7
TIME,nosimd,64,8,21430.2
TIME,neon_newton,64,8,6428.8
TIME,nosimd,64,32,85336.8
TIME,neon_cubic,64,32,16952.5
TIME,nosimd,64,32,85335.7
TIME,neon_newton,64,32,20906.6
TIME,nosimd,64,128,340545.0
TIME,neon_cubic,64,128,63004.1
TIME,nosimd,64,128,340369.4
TIME,neon_newton,64,128,78743.1
TIME,nosimd,64,512,1361930.9
TIME,neon_cubic,64,512,248416.9
TIME,nosimd,64,512,1361667.3
TIME,neon_newton,64,512,310766.1
TIME,nosimd,64,2048,5551944.4
TIME,neon_cubic,64,2048,1013314.5
TIME,nosimd,64,2048,5553001.2
TIME,neon_newton,64,2048,1268440.6
TIME,nosimd,256,8,85675.2
TIME,neon_cubic,256,8,21558.4
TIME,nosimd,256,8,85696.1
TIME,neon_newton,256,8,25659.5
TIME,nosimd,256,32,341372.1
TIME,neon_cubic,256,32,67176.7
TIME,nosimd,256,32,341359.3
TIME,neon_newton,256,32,83010.1
TIME,nosimd,256,128,1362345.0
TIME,neon_cubic,256,128,249520.0
TIME,nosimd,256,128,1361801.1
TIME,neon_newton,256,128,312361.8
TIME,nosimd,256,512,5446429.2
TIME,neon_cubic,256,512,983334.2
TIME,nosimd,256,512,5446883.5
TIME,neon_newton,256,512,1230799.4
TIME,nosimd,256,2048,22208879.5
TIME,neon_cubic,256,2048,4007294.8
TIME,nosimd,256,2048,22212483.8
TIME,neon_newton,256,2048,5024595.1
TIME,nosimd,1024,8,344617.3
TIME,neon_cubic,1024,8,88098.7
TIME,nosimd,1024,8,344579.4
TIME,neon_newton,1024,8,102809.1
TIME,nosimd,1024,32,1366342.6
TIME,neon_cubic,1024,32,268329.6
TIME,nosimd,1024,32,1366328.4
TIME,neon_newton,1024,32,331800.1
TIME,nosimd,1024,128,5451962.1
TIME,neon_cubic,1024,128,995489.9
TIME,nosimd,1024,128,5449291.9
TIME,neon_newton,1024,128,1247536.9
TIME,nosimd,1024,512,21787712.0
TIME,neon_cubic,1024,512,3922068.3
TIME,nosimd,1024,512,21783217.8
TIME,neon_newton,1024,512,4913133.2
TIME,nosimd,1024,2048,88851231.0
TIME,neon_cubic,1024,2048,15962747.0
TIME,nosimd,1024,2048,88871605.7
TIME,neon_newton,1024,2048,19985089.0
