i,rel_acc,rel_pot
210,8.584772e-07,5.960604e-07
211,1.170621e-06,1.297100e-06
212,3.867606e-07,7.873963e-07
213,2.338196e-07,1.551432e-06
214,4.386496e-07,5.178043e-07
215,5.707287e-07,2.487491e-07
216,3.354246e-07,1.816221e-07
217,5.967681e-07,1.835375e-07
218,1.570642e-06,6.211638e-07
219,1.484187e-06,1.765371e-07
220,2.830520e-08,7.974140e-08
221,1.044393e-07,2.302077e-07
222,4.059228e-07,2.949251e-08
223,3.119888e-07,1.263591e-07
224,2.181829e-06,1.127510e-05
225,3.793321e-07,4.903177e-07
226,3.426697e-07,5.763247e-07
227,3.686493e-07,6.994962e-08
228,6.340477e-07,6.080135e-07
229,1.299308e-08,5.160756e-07
230,1.101718e-06,5.548090e-07
231,9.307036e-07,3.615687e-07
232,6.352437e-07,3.284989e-07
233,5.533436e-07,7.532590e-08
234,5.181417e-08,3.731073e-07
235,7.253888e-07,1.348616e-06
236,2.685109e-07,1.037151e-07
237,3.560101e-07,3.785791e-08
238,5.992182e-08,2.030955e-07
239,4.502042e-08,5.046715e-08
240,1.010924e-06,4.169921e-07
241,1.028136e-06,5.010011e-08
242,2.522319e-06,6.021824e-07
243,5.188244e-07,1.532855e-07
244,3.505829e-07,2.522737e-08
245,6.590236e-07,6.861862e-07
246,3.779406e-07,2.070010e-07
247,5.380933e-08,2.490210e-07
248,2.359428e-07,9.346786e-08
249,6.776600e-07,3.005790e-09
250,1.981362e-07,3.132019e-07
251,1.960362e-06,1.261691e-07
252,9.675092e-07,4.977206e-07
253,3.504029e-06,3.463500e-08
254,5.312821e-07,6.607748e-08
255,7.772672e-07,4.048613e-07
256,1.617367e-07,2.370257e-07
257,2.642698e-07,7.715197e-06
258,4.797794e-07,8.058496e-07
259,9.965705e-07,3.403655e-07
260,2.073258e-06,4.945480e-07
261,1.416547e-07,4.077758e-07
262,1.485376e-07,1.209611e-07
263,7.072851e-07,1.750352e-07
264,3.173633e-08,6.269392e-08
265,5.240727e-07,2.430677e-07
266,1.199552e-07,9.664340e-08
267,3.269738e-06,4.287924e-06
268,4.328931e-06,8.757389e-06
269,7.195497e-07,9.549418e-08
270,6.744487e-07,1.894063e-06
271,2.620897e-06,1.837842e-07
272,8.950137e-07,1.986050e-07
273,7.598785e-07,6.107088e-08
274,4.946568e-07,2.886683e-06
275,9.312587e-07,2.443526e-07
276,6.369187e-07,5.621622e-07
277,1.710160e-06,1.711490e-06
278,3.454673e-07,3.920848e-07
279,1.111600e-06,8.179492e-08
280,5.183480e-07,4.311581e-07
281,1.435606e-07,4.972882e-07
282,2.533166e-07,1.009428e-07
283,6.456974e-07,8.573550e-09
284,3.263930e-06,3.330867e-07
285,2.285633e-06,3.551826e-07
286,1.193329e-06,3.336301e-07
287,1.594367e-06,8.748222e-08
288,5.305775e-07,3.478039e-07
289,4.613053e-07,3.080326e-07
290,1.322209e-06,2.277701e-07
291,2.000988e-06,6.949858e-07
292,1.427232e-06,2.840664e-07
293,1.880093e-06,5.888085e-07
294,8.816314e-07,1.433380e-07
295,3.517863e-07,4.961719e-07
296,4.417574e-07,8.457028e-07
297,1.486572e-06,2.335799e-07
298,6.046135e-07,4.314460e-07
299,2.815806e-06,5.059158e-07
300,6.031275e-07,1.506822e-09
301,2.099337e-06,1.889838e-07
302,1.746620e-06,1.204940e-06
303,6.050022e-07,1.027406e-07
304,3.985860e-07,3.281683e-07
305,4.109501e-06,4.650326e-07
306,3.146882e-06,1.766174e-06
307,9.483808e-07,3.937134e-07
308,2.035042e-07,2.320237e-07
309,1.361715e-06,2.111321e-08
310,1.229471e-07,4.554536e-07
311,2.115568e-06,5.943802e-07
312,4.706513e-06,1.981903e-07
313,1.944498e-07,2.233321e-07
314,4.372507e-07,4.678902e-07
315,4.559443e-08,3.118059e-07
316,6.952302e-07,1.836265e-07
317,4.010904e-07,2.419910e-07
318,1.352732e-07,2.934611e-07
319,1.487761e-07,2.554708e-07
320,2.624962e-06,4.345630e-05
321,9.284941e-08,1.486214e-07
322,2.008798e-07,1.144066e-07
323,3.116936e-07,1.633563e-07
324,4.122956e-07,1.786773e-08
325,1.121314e-06,1.321051e-06
326,1.149126e-06,6.627295e-08
327,1.278161e-06,1.854949e-07
328,4.276315e-07,4.889545e-08
329,1.419156e-07,1.770798e-07
330,2.489053e-06,8.693284e-06
331,5.339438e-08,2.281689e-07
332,6.467323e-08,1.727748e-07
333,6.528852e-08,8.326616e-08
334,2.495620e-07,2.434171e-07
335,4.766292e-07,2.548254e-07
336,4.290889e-08,8.469774e-07
337,1.816174e-06,7.713421e-07
338,1.263508e-07,5.572238e-07
339,8.731995e-07,8.779135e-07
340,2.357378e-07,2.297422e-07
341,8.877369e-09,2.185616e-07
342,7.025022e-07,2.515182e-08
343,1.328523e-06,3.859157e-07
344,2.251149e-06,6.833834e-07
345,9.393906e-07,2.857114e-07
346,2.087340e-07,1.191255e-07
347,1.020263e-08,5.487690e-07
348,2.905696e-07,3.819437e-07
349,2.889505e-07,1.721806e-07
350,2.876664e-06,1.764663e-06
351,5.136306e-07,2.378388e-07
352,5.122320e-06,2.394318e-07
353,1.658636e-07,2.480894e-07
354,1.685430e-06,3.963222e-07
355,3.386136e-07,4.048629e-07
356,4.770693e-08,3.370237e-07
357,6.304784e-07,4.056197e-07
358,1.071459e-06,9.541477e-08
359,1.284829e-06,5.941319e-08
360,5.521697e-07,1.561589e-07
361,2.449565e-06,2.520803e-06
362,4.093370e-08,5.473998e-07
363,3.462517e-07,4.416494e-07
364,9.157396e-07,6.701843e-07
365,7.666680e-07,8.561846e-07
366,1.064549e-06,7.125212e-07
367,4.325771e-07,5.717366e-07
368,4.052735e-08,1.386775e-07
369,3.943848e-07,2.214078e-07
370,3.645899e-07,7.469206e-07
371,4.855719e-07,1.527223e-07
372,1.585659e-06,3.298111e-07
373,3.875348e-06,2.338018e-07
374,2.033657e-06,6.008851e-08
375,1.068501e-06,4.713923e-07
376,1.518174e-07,5.276254e-08
377,6.000326e-07,6.744118e-07
378,1.540135e-07,3.621607e-07
379,1.408703e-06,1.086589e-07
380,7.104960e-08,7.853939e-07
381,5.815363e-07,5.445063e-08
382,2.974424e-06,6.657785e-06
383,8.574381e-07,2.226175e-07
384,4.155677e-06,3.167008e-05
385,5.171306e-08,3.078043e-07
386,4.275819e-07,2.144197e-07
387,1.057817e-06,4.603652e-08
388,9.071220e-07,1.142651e-08
389,1.105582e-06,1.592391e-07
390,5.108232e-07,1.596706e-07
391,1.870722e-07,2.461798e-07
392,1.711775e-06,2.888474e-07
393,1.577817e-06,6.114112e-07
394,2.722685e-06,1.191450e-06
395,7.360144e-07,6.563794e-07
396,1.461747e-06,1.039415e-07
397,1.948071e-07,9.647281e-08
398,1.106087e-06,1.928003e-07
399,6.393383e-08,4.429655e-07
400,2.211167e-07,1.562718e-06
401,1.298470e-06,3.764612e-08
402,4.661026e-07,2.071628e-07
403,3.764222e-07,1.981141e-06
404,4.354990e-06,5.752479e-07
405,7.585254e-07,1.472086e-07
406,4.395587e-07,4.961775e-07
407,1.370609e-06,8.024323e-08
408,2.356011e-07,8.768619e-08
409,7.633356e-08,2.568911e-08
410,8.957866e-09,3.491002e-07
411,1.635612e-06,2.594925e-05
412,1.238934e-06,3.694212e-07
413,2.744693e-06,5.619444e-10
414,1.082893e-07,2.104333e-07
415,1.343541e-06,2.414497e-07
416,3.435064e-07,1.290702e-07
417,5.118844e-07,2.566692e-08
418,2.938268e-08,9.618917e-09
419,5.842274e-09,3.493393e-07
420,4.066984e-07,9.343497e-08
421,7.624585e-07,9.401790e-08
422,1.554403e-06,4.437485e-07
423,2.004121e-06,1.335468e-06
424,8.681164e-07,7.732317e-07
425,1.821638e-08,6.416103e-08
426,2.282656e-07,4.069303e-06
427,7.259917e-07,7.352494e-08
428,1.094103e-07,7.156171e-07
429,6.978429e-07,6.134413e-07
430,3.485808e-07,1.317160e-07
431,3.969519e-07,8.466696e-08
432,1.758731e-06,7.145551e-07
433,8.657115e-08,4.667765e-07
434,6.789201e-07,2.817617e-07
435,1.835568e-07,9.017073e-07
436,1.023349e-06,8.058119e-08
437,8.759942e-07,3.125695e-07
438,1.994894e-07,8.159977e-07
439,1.333443e-06,1.321724e-07
440,7.064552e-07,1.283093e-07
441,9.407734e-07,8.839469e-07
442,2.685916e-07,2.074248e-07
443,5.553652e-07,2.360118e-07
444,3.060547e-07,2.587775e-07
445,4.343621e-07,4.537688e-07
446,2.507836e-06,7.046567e-07
447,1.749061e-07,1.243861e-07
448,2.837165e-07,2.345564e-07
449,3.574876e-07,3.127084e-07
450,1.532092e-06,3.661331e-07
451,4.448110e-07,3.901894e-08
452,2.736696e-06,1.576922e-07
453,1.011272e-06,2.731824e-07
454,5.403682e-07,8.939902e-08
455,2.136878e-06,1.623060e-07
456,9.625463e-08,2.728116e-07
457,5.986291e-07,5.323732e-07
458,5.283635e-08,8.034807e-08
459,1.259636e-06,3.614334e-07
460,3.350287e-06,5.593131e-06
461,2.010391e-06,6.128510e-08
462,3.171262e-07,4.899410e-07
463,6.293559e-08,2.731764e-07
464,4.729014e-07,3.048322e-07
465,1.079019e-07,2.144260e-07
466,4.152776e-07,1.038223e-07
467,1.314513e-06,2.267144e-07
468,1.366132e-06,1.099667e-07
469,1.412908e-07,3.398381e-07
470,1.285791e-07,2.569200e-07
471,1.107326e-06,3.054530e-07
472,2.564662e-07,3.880556e-07
473,4.147247e-07,7.776587e-07
474,1.491051e-06,4.162604e-07
475,1.179800e-06,4.164898e-07
476,2.114851e-06,5.353973e-07
477,2.292715e-07,2.256378e-07
478,8.421944e-07,4.886487e-08
479,2.498877e-06,4.140184e-07
480,2.040041e-07,2.845074e-07
481,2.067985e-07,2.822190e-07
482,1.411543e-06,3.039459e-06
483,5.969899e-07,1.504763e-07
484,6.277067e-07,2.052897e-07
485,4.604479e-07,4.863601e-07
486,3.581052e-06,4.686210e-05
487,1.443360e-06,5.177411e-07
488,1.456202e-06,2.173942e-08
489,1.475515e-06,2.600351e-07
490,5.053994e-07,3.104892e-08
491,5.676204e-08,1.730038e-07
492,8.701703e-07,1.067190e-07
493,7.451612e-08,1.802523e-06
494,2.056202e-06,6.339953e-07
495,7.328841e-07,9.221331e-08
496,1.702384e-07,1.412554e-08
497,6.773313e-10,3.014336e-08
498,1.664627e-07,2.324421e-07
499,1.691317e-07,3.827552e-07
500,4.213235e-06,8.719994e-06
501,8.728734e-07,9.677637e-08
502,1.513867e-07,1.442761e-07
503,1.737117e-07,1.186342e-07
504,2.312944e-07,1.112293e-07
505,4.834084e-07,1.747736e-07
506,7.840077e-07,1.360137e-07
507,3.041283e-07,9.015358e-08
508,6.231230e-08,7.583740e-08
509,2.041975e-07,8.828355e-08
510,1.252837e-07,3.540675e-07
511,3.942270e-07,2.121180e-07
512,2.801744e-07,4.155232e-07
513,1.647150e-06,8.101439e-08
514,5.815141e-07,1.543652e-07
515,9.409435e-08,4.196411e-07
516,5.808011e-08,2.711139e-08
517,2.599103e-07,3.320121e-08
518,9.561650e-07,1.793675e-07
519,7.336283e-07,1.563646e-07
520,2.342701e-07,7.173990e-07
521,2.184136e-07,2.265083e-08
522,1.713433e-07,2.223680e-07
523,9.725395e-07,2.492362e-07
524,2.701082e-07,2.485065e-07
525,9.022666e-07,2.800223e-07
526,1.346723e-06,1.240404e-05
527,1.033899e-06,9.637310e-08
528,2.563481e-07,2.772719e-07
529,1.972893e-08,2.934370e-07
530,3.604050e-07,2.708304e-08
531,6.582252e-07,8.333658e-08
532,2.738353e-07,4.024930e-07
533,3.138228e-06,1.448832e-06
534,2.743343e-08,2.473214e-07
535,4.614028e-07,4.146026e-07
536,1.248571e-06,1.640597e-07
537,6.925659e-07,1.839787e-08
538,1.428748e-07,1.570589e-07
539,9.551968e-07,3.430926e-07
540,8.125394e-07,5.615644e-07
541,6.490197e-07,6.756776e-08
542,3.259411e-07,1.148167e-08
543,1.442356e-07,2.307841e-07
544,1.492594e-07,6.446111e-08
545,3.371737e-07,5.388444e-08
546,2.071383e-07,4.498957e-07
547,6.571383e-07,5.216623e-07
548,8.342477e-07,2.032704e-07
549,1.227250e-06,2.204231e-07
550,1.815968e-06,2.264815e-07
551,4.801514e-07,1.193855e-07
552,6.604090e-07,4.051124e-08
553,7.112144e-07,8.617886e-08
554,2.102770e-07,2.718872e-07
555,1.811367e-06,7.292747e-07
556,2.688939e-06,7.053461e-07
557,9.290213e-07,5.589283e-07
558,4.887465e-07,2.509505e-07
559,2.250997e-06,3.021935e-07
560,3.824184e-08,4.138047e-07
561,4.863758e-07,2.299452e-07
562,1.691836e-08,1.959201e-07
563,2.384396e-07,2.856766e-07
564,7.389149e-07,8.108579e-08
565,3.957418e-07,3.742629e-07
566,4.047467e-07,1.931295e-07
567,1.580598e-06,4.901284e-07
568,1.999736e-06,5.287586e-06
569,1.211694e-06,2.849385e-07
570,1.982064e-07,1.177707e-07
571,3.728017e-07,3.365241e-07
572,4.490158e-07,3.127360e-07
573,6.680802e-07,1.936564e-07
574,6.458134e-07,5.795145e-08
575,7.870534e-07,9.967959e-08
576,7.506725e-07,2.808210e-07
577,1.105194e-06,1.544236e-07
578,1.985728e-06,1.051410e-07
579,4.297269e-07,4.065325e-08
580,2.263287e-07,2.002587e-07
581,1.152812e-06,3.204939e-06
582,2.893736e-06,5.697607e-07
583,1.928819e-06,4.847530e-08
584,2.241403e-07,1.260874e-07
585,1.621539e-06,3.677653e-07
586,5.731138e-07,2.157662e-07
587,7.242890e-07,2.338757e-08
588,3.594036e-07,1.208021e-06
589,3.336858e-06,5.583236e-06
590,1.691942e-06,2.629849e-07
591,1.460126e-07,5.814944e-07
592,5.496495e-07,2.761014e-06
593,1.150638e-06,1.995740e-07
594,4.690749e-07,3.166663e-08
595,2.327484e-07,1.040877e-07
596,4.152320e-07,5.384350e-07
597,7.645386e-08,6.545806e-08
598,9.569451e-07,4.544273e-07
599,1.156493e-06,5.669547e-07
600,5.248776e-07,6.784876e-08
601,1.075355e-06,7.002997e-08
602,8.454149e-07,6.756188e-08
603,3.488709e-07,7.897024e-09
604,4.608877e-07,3.836889e-07
605,1.168538e-06,8.926934e-08
606,6.569435e-07,3.756390e-07
607,2.621762e-07,1.098750e-07
608,1.303129e-06,1.687423e-06
609,7.494986e-07,3.748554e-08
610,1.188767e-06,2.732788e-07
611,2.929591e-06,1.121999e-06
612,9.801726e-07,2.624514e-07
613,3.431954e-07,1.007163e-07
614,1.118234e-07,2.388535e-07
615,7.109635e-07,3.096099e-08
616,4.796301e-07,6.970718e-07
617,8.093280e-07,4.742094e-07
618,2.122678e-06,3.088086e-08
619,1.732818e-07,7.961912e-08
620,3.630924e-08,2.800190e-07
621,1.409119e-06,3.075525e-07
622,6.793318e-07,3.792849e-07
623,1.776965e-06,2.866001e-07
624,3.042917e-07,6.908234e-07
625,1.318514e-06,2.103740e-08
626,6.930575e-08,2.830728e-07
627,5.568784e-07,3.084884e-07
628,5.143007e-08,9.228935e-09
629,8.455240e-07,1.480513e-08
630,8.197916e-07,6.261311e-10
631,2.516758e-06,3.491402e-07
632,2.288566e-08,4.511361e-07
633,1.708286e-06,1.171437e-07
634,7.067836e-07,4.192040e-07
635,4.322920e-07,2.567564e-07
636,3.658928e-08,7.035155e-07
637,4.885832e-07,6.881403e-09
638,5.810728e-07,2.594769e-07
639,2.110077e-07,9.703279e-07
640,1.810014e-06,3.434225e-06
641,4.218243e-07,4.750677e-07
642,1.691888e-06,1.194156e-07
643,5.634064e-07,3.230660e-07
644,1.576581e-06,1.210304e-06
645,8.118051e-07,2.369216e-07
646,6.437532e-07,3.251699e-07
647,1.571847e-06,4.818252e-07
648,1.079787e-06,4.181390e-08
649,3.298003e-07,6.296328e-07
650,7.515626e-07,3.113809e-07
651,4.889600e-07,1.769940e-07
652,9.505882e-07,5.484371e-08
653,7.405021e-06,1.941026e-06
654,5.420888e-07,2.102479e-06
655,5.308060e-07,7.172884e-07
656,1.997675e-07,1.134342e-07
657,3.522368e-07,2.169251e-07
658,2.692264e-06,3.447095e-07
659,2.142008e-06,9.085593e-07
660,4.094803e-06,6.814701e-07
661,1.501176e-06,2.295755e-07
662,2.101017e-07,3.376895e-07
663,8.449033e-07,1.324660e-07
664,5.558959e-07,7.720652e-08
665,1.592777e-06,4.984771e-08
666,1.651303e-06,8.962375e-07
667,1.265865e-06,3.459610e-07
668,7.151036e-07,1.005645e-07
669,9.942440e-07,6.311532e-07
670,1.978652e-07,6.023915e-07
671,2.321455e-07,1.077479e-07
672,7.021743e-07,1.200101e-07
673,1.715531e-07,7.898991e-07
674,1.374926e-06,7.458809e-08
675,6.984110e-07,5.161054e-08
676,3.982975e-07,9.491927e-08
677,2.368286e-07,7.056249e-07
678,1.339048e-06,4.669427e-07
679,1.856585e-06,1.050028e-07
680,1.252589e-06,4.656885e-07
681,1.977251e-07,8.011711e-08
682,1.156633e-06,3.342850e-08
683,2.353126e-06,8.113233e-07
684,1.153257e-06,1.277699e-07
685,4.178498e-07,1.266022e-07
686,3.382432e-06,1.472896e-05
687,6.563387e-07,1.281712e-07
688,1.443390e-06,9.379736e-08
689,7.360431e-07,4.725448e-08
690,9.165640e-07,1.481556e-07
691,2.960701e-07,2.371135e-08
692,8.018657e-07,7.996098e-07
693,1.402506e-06,4.491421e-07
694,4.764808e-07,9.795554e-08
695,6.171369e-08,6.766637e-07
696,5.024783e-07,2.340510e-07
697,3.564353e-07,1.719287e-08
698,1.028073e-06,2.201917e-06
699,4.465816e-07,4.195582e-08
700,1.466314e-06,9.627583e-06
701,4.201190e-08,2.759938e-08
702,4.313876e-07,3.740155e-07
703,4.127972e-07,3.765641e-07
704,4.551619e-08,1.355976e-07
705,9.456897e-07,8.710577e-08
706,9.369348e-09,4.224883e-07
707,1.040990e-06,7.442035e-07
708,5.661691e-08,1.636361e-07
709,1.007775e-06,1.309615e-07
710,5.176799e-06,6.793186e-07
711,1.762088e-06,9.281834e-08
712,1.141360e-06,2.411922e-07
713,6.322255e-07,1.538790e-07
714,7.348397e-07,2.217100e-07
715,6.206591e-07,1.320127e-07
716,3.384774e-08,4.758459e-09
717,1.368394e-06,6.250704e-08
718,1.127056e-07,6.312979e-07
719,7.071243e-07,2.291388e-07
720,9.455730e-07,1.596778e-06
721,4.715572e-07,2.215182e-07
722,1.012234e-06,1.018000e-07
723,1.363902e-06,2.452380e-07
724,3.857172e-07,1.671396e-07
725,3.118619e-07,2.131685e-07
726,7.374759e-08,3.548938e-07
727,8.400382e-07,1.013266e-07
728,9.226889e-07,5.024568e-06
729,6.675442e-07,1.863146e-07
730,5.347892e-07,4.182019e-07
731,2.384577e-07,5.819363e-08
732,9.054358e-07,4.025414e-08
733,1.907235e-06,3.042243e-07
734,7.596135e-07,2.331609e-07
735,3.982387e-07,5.936097e-09
736,4.110052e-07,2.663280e-07
737,5.007460e-07,2.287012e-07
738,1.083093e-07,3.350600e-07
739,3.021533e-07,2.007742e-07
740,7.435531e-08,3.467551e-08
741,1.623390e-07,2.274477e-07
742,3.790518e-07,3.514185e-08
743,6.262162e-07,1.126947e-08
744,4.076286e-07,8.627594e-07
745,7.513405e-08,2.874221e-07
746,1.334600e-06,4.201410e-07
747,6.789741e-06,2.403086e-06
748,2.269702e-06,8.066468e-07
749,1.813329e-08,2.223728e-07
750,2.891509e-07,5.409245e-07
751,1.692008e-07,3.185328e-07
752,5.495094e-07,5.960164e-07
753,8.889775e-07,2.729128e-07
754,1.061808e-06,7.987148e-08
755,2.421618e-07,9.809123e-08
756,1.154259e-06,2.390390e-07
757,7.277212e-07,8.486923e-08
758,7.360082e-07,9.554944e-08
759,2.959574e-07,5.873931e-08
760,1.061774e-06,2.405595e-07
761,1.237666e-06,2.721163e-06
762,3.978813e-07,6.226121e-08
763,6.050387e-07,4.501509e-07
764,3.085335e-06,4.572460e-07
765,3.921176e-07,3.034493e-07
766,2.533972e-06,3.078277e-08
767,8.415551e-07,5.241945e-07
768,3.966377e-07,4.973672e-08
769,1.099115e-06,1.477147e-07
770,5.280660e-07,1.057703e-08
771,6.062252e-08,7.952166e-08
772,8.482661e-07,1.469388e-07
773,1.065338e-06,4.402714e-07
774,5.853249e-07,4.281889e-07
775,2.318261e-07,2.283320e-07
